id,resource_id,organization_service_id,region_name,network_id,name,state,cidr,prefix,user_defined,type,shared,default_network,dhcp_options_id,associations,hosted_zones,ddos_protection_enabled,instance_count,namespace_id,dns_policy,creation_timestamp,modified_timestamp,discovered_timestamp,account_id,account,cloud
7183,privatenetwork:1368:us-west-2:vpc-0670ab6ac2ff01714:,1368,us-west-2,vpc-0670ab6ac2ff01714,jira-dev,available,10.108.252.0/24,24,1,unknown,0,False,dopt-20326b58,"{""ipv4"": [{""10.108.252.0/24"": ""vpc-cidr-assoc-0233ad66d6fcd5554""}]}",,,2,arn:aws:ec2:us-west-2:010151598712:vpc/vpc-0670ab6ac2ff01714,,,2022-06-16 20:56:17,2024-03-13 14:08:05,010151598712,aws-des-jira-dev,AWS
7843,privatenetwork:1369:us-east-1:vpc-04715e728d2404749:,1369,us-east-1,vpc-04715e728d2404749,cmgtauto-dev,available,10.111.210.0/24,24,1,unknown,0,False,dopt-0a4fbf3789439491c,"{""ipv4"": [{""10.111.210.0/24"": ""vpc-cidr-assoc-03e5fdfc9ac4dc59b""}]}","[{""Name"": ""checkopshub.com."", ""Owner"": {""OwningAccount"": ""019792008505""}, ""HostedZoneId"": ""Z00804981N74XQRLJSQ5""}]",,,arn:aws:ec2:us-east-1:019792008505:vpc/vpc-04715e728d2404749,,,2022-06-16 22:07:37,2024-04-01 10:48:10,019792008505,aws-des-cmgtauto-dev,AWS
10110,privatenetwork:1369:us-west-2:vpc-078c84278ce1c6c52:,1369,us-west-2,vpc-078c84278ce1c6c52,cmgtauto-dev,available,10.108.84.0/24,24,1,unknown,0,False,dopt-0f8981070c8777f6a,"{""ipv4"": [{""10.108.84.0/24"": ""vpc-cidr-assoc-0881d4b0eb3a61823""}]}",,,,arn:aws:ec2:us-west-2:019792008505:vpc/vpc-078c84278ce1c6c52,,,2022-12-06 14:07:44,2024-03-13 16:52:25,019792008505,aws-des-cmgtauto-dev,AWS
11671,privatenetwork:1369:us-west-2:vpc-0a37a86c313ebbbf6:,1369,us-west-2,vpc-0a37a86c313ebbbf6,TEST-dev-v0,available,10.108.85.0/24,24,1,unknown,0,False,dopt-0f8981070c8777f6a,"{""ipv4"": [{""10.108.85.0/24"": ""vpc-cidr-assoc-06590c3fd5c566f64""}]}",,,,arn:aws:ec2:us-west-2:019792008505:vpc/vpc-0a37a86c313ebbbf6,,,2023-04-06 09:15:42,2024-03-13 16:52:25,019792008505,aws-des-cmgtauto-dev,AWS
7861,privatenetwork:1370:us-west-2:vpc-07365db0fb391ebe0:,1370,us-west-2,vpc-07365db0fb391ebe0,testlink-prd,available,10.110.144.0/24,24,1,unknown,0,False,dopt-6a66c512,"{""ipv4"": [{""10.110.144.0/24"": ""vpc-cidr-assoc-0658b48bb651763a4""}]}",,,1,arn:aws:ec2:us-west-2:007418191844:vpc/vpc-07365db0fb391ebe0,,,2022-06-16 22:09:48,2024-03-14 09:09:31,007418191844,aws.des.testlink.prd,AWS
7555,privatenetwork:1371:us-west-2:vpc-00528b946e64d1f2f:,1371,us-west-2,vpc-00528b946e64d1f2f,com-stg,available,10.55.61.0/24,24,1,unknown,0,False,dopt-096ee6208eb758c42,"{""ipv4"": [{""10.55.61.0/24"": ""vpc-cidr-assoc-0b43204eafc39c39c""}]}",,,,arn:aws:ec2:us-west-2:019169726761:vpc/vpc-00528b946e64d1f2f,,,2022-06-16 21:40:05,2022-08-31 20:15:39,019169726761,commissions,AWS
7881,privatenetwork:1373:us-east-1:vpc-48eb2d31:,1373,us-east-1,vpc-48eb2d31,spartan-prd,available,10.40.184.0/24,24,1,unknown,0,False,dopt-02b5ccdeb33edb097,"{""ipv4"": [{""10.40.184.0/24"": ""vpc-cidr-assoc-d0c332bb""}, {""10.80.229.0/24"": ""vpc-cidr-assoc-0d54fddbbb5b9060c""}, {""10.80.242.0/23"": ""vpc-cidr-assoc-0abfabb826b1dab0d""}, {""10.80.250.0/24"": ""vpc-cidr-assoc-024e0085f46bcd302""}]}",,,,arn:aws:ec2:us-east-1:023035253071:vpc/vpc-48eb2d31,,,2022-06-16 22:12:32,2024-03-31 13:56:20,023035253071,spartan,AWS
7128,privatenetwork:1373:us-west-2:vpc-0034e62d076e8c03a:,1373,us-west-2,vpc-0034e62d076e8c03a,spartan-prd,available,10.98.171.0/24,24,1,unknown,0,False,dopt-0c6cefe072cbb3c46,"{""ipv4"": [{""10.98.171.0/24"": ""vpc-cidr-assoc-0192fd654fb4e3f20""}, {""10.55.210.0/24"": ""vpc-cidr-assoc-0eba32e2e7e25a32d""}, {""10.55.220.0/23"": ""vpc-cidr-assoc-08a28a0ce13fc981b""}, {""10.55.229.0/24"": ""vpc-cidr-assoc-0584c0f1e29055bb8""}]}",,,,arn:aws:ec2:us-west-2:023035253071:vpc/vpc-0034e62d076e8c03a,,,2022-06-16 20:47:01,2024-04-14 06:52:49,023035253071,spartan,AWS
7667,privatenetwork:1374:us-east-1:vpc-03612df8d4c9c8bb5:,1374,us-east-1,vpc-03612df8d4c9c8bb5,opentext-prd,available,10.113.240.0/24,24,1,unknown,0,False,dopt-f5b3da8f,"{""ipv4"": [{""10.113.240.0/24"": ""vpc-cidr-assoc-03510fe02ad5d3d04""}]}",,,1,arn:aws:ec2:us-east-1:024569831836:vpc/vpc-03612df8d4c9c8bb5,,,2022-06-16 21:48:36,2024-03-14 09:01:46,024569831836,aws-des-opentext-prd,AWS
13640,privatenetwork:1375:ap-southeast-1:vpc-0144ab5ce560f2156:,1375,ap-southeast-1,vpc-0144ab5ce560f2156,storebox-prd,available,10.230.2.0/24,24,1,unknown,0,False,dopt-732f7614,"{""ipv4"": [{""10.230.2.0/24"": ""vpc-cidr-assoc-08b77d14866d69191""}]}",,,5,arn:aws:ec2:ap-southeast-1:005082267825:vpc/vpc-0144ab5ce560f2156,,,2023-08-29 21:26:07,2024-04-30 12:08:37,005082267825,storebox,AWS
7314,privatenetwork:1375:ap-southeast-1:vpc-8c88afeb:,1375,ap-southeast-1,vpc-8c88afeb,vpc-8c88afeb,available,172.31.0.0/16,16,1,unknown,0,True,dopt-732f7614,"{""ipv4"": [{""172.31.0.0/16"": ""vpc-cidr-assoc-8cc835e7""}]}","[{""Name"": ""storagegateway.ap-southeast-1.amazonaws.com."", ""Owner"": {""OwningService"": ""vpce.amazonaws.com""}, ""HostedZoneId"": ""Z00448263V295YHFRC6X3""}]",,,arn:aws:ec2:ap-southeast-1:005082267825:vpc/vpc-8c88afeb,,,2022-06-16 21:13:21,2022-09-01 05:26:30,005082267825,storebox,AWS
8132,privatenetwork:1375:eu-west-1:vpc-00c74846e62c19346:,1375,eu-west-1,vpc-00c74846e62c19346,storebox-prd,available,10.52.17.0/24,24,1,unknown,0,False,dopt-0bc0036e3e6332912,"{""ipv4"": [{""10.52.17.0/24"": ""vpc-cidr-assoc-01ceb947a1de2f835""}]}","[{""Name"": ""storagegateway.eu-west-1.amazonaws.com."", ""Owner"": {""OwningService"": ""vpce.amazonaws.com""}, ""HostedZoneId"": ""Z02978008IAJ4KP36X5E""}]",,5,arn:aws:ec2:eu-west-1:005082267825:vpc/vpc-00c74846e62c19346,,,2022-06-16 22:42:39,2024-03-27 07:36:48,005082267825,storebox,AWS
7162,privatenetwork:1375:us-east-1:vpc-07e1c2488532859d7:,1375,us-east-1,vpc-07e1c2488532859d7,storebox-prd,available,10.80.92.0/24,24,1,unknown,0,False,dopt-0c9064c108b5ae8c1,"{""ipv4"": [{""10.80.92.0/24"": ""vpc-cidr-assoc-0c515dd5b765e6674""}, {""10.113.218.0/24"": ""vpc-cidr-assoc-06db8aba758618987""}]}","[{""Name"": ""storagegateway.us-east-1.amazonaws.com."", ""Owner"": {""OwningService"": ""vpce.amazonaws.com""}, ""HostedZoneId"": ""Z0267484WMZPUNL3JGMF""}]",,19,arn:aws:ec2:us-east-1:005082267825:vpc/vpc-07e1c2488532859d7,,,2022-06-16 20:53:13,2024-04-16 16:29:49,005082267825,storebox,AWS
14980,privatenetwork:1375:us-east-1:vpc-0ee9c52cfb30dad0f:,1375,us-east-1,vpc-0ee9c52cfb30dad0f,storebox-cloud-prd,available,10.189.237.0/24,24,1,unknown,0,False,dopt-202d545b,"{""ipv4"": [{""10.189.237.0/24"": ""vpc-cidr-assoc-03d53773e5e1a0d17""}, {""10.189.242.0/24"": ""vpc-cidr-assoc-03d47181ca3a0bbc4""}, {""10.189.241.0/24"": ""vpc-cidr-assoc-000c6bb38df324684""}]}","[{""Name"": ""4405755d4d2e89191d0432d13fee8be2.sk1.us-east-1.eks.amazonaws.com."", ""Owner"": {""OwningService"": ""eks.amazonaws.com""}, ""HostedZoneId"": ""Z06258692JH7G47L78GE""}]",,6,arn:aws:ec2:us-east-1:005082267825:vpc/vpc-0ee9c52cfb30dad0f,,,2023-11-28 16:17:47,2024-04-17 09:24:28,005082267825,storebox,AWS
7994,privatenetwork:1375:us-west-2:vpc-06aaf3a69f4f5b1d6:,1375,us-west-2,vpc-06aaf3a69f4f5b1d6,storebox-prd,available,10.55.90.0/24,24,1,unknown,0,False,dopt-03c86e6d4a7df6084,"{""ipv4"": [{""10.55.90.0/24"": ""vpc-cidr-assoc-02bcbbe85e2dc9bde""}, {""10.110.13.0/24"": ""vpc-cidr-assoc-0162f5aed780ac0c0""}]}","[{""Name"": ""datasync.us-west-2.amazonaws.com."", ""Owner"": {""OwningService"": ""vpce.amazonaws.com""}, ""HostedZoneId"": ""Z08594521010T7EOGAU2H""}, {""Name"": ""storagegateway.us-west-2.amazonaws.com."", ""Owner"": {""OwningService"": ""vpce.amazonaws.com""}, ""HostedZoneId"": ""Z04011651E0GD4BMTVAZ0""}]",,14,arn:aws:ec2:us-west-2:005082267825:vpc/vpc-06aaf3a69f4f5b1d6,,,2022-06-16 22:28:22,2024-03-27 07:09:25,005082267825,storebox,AWS
14979,privatenetwork:1375:us-west-2:vpc-0b262fb8a8969671d:,1375,us-west-2,vpc-0b262fb8a8969671d,storebox-cloud-prd-us-west-2,available,10.110.21.0/24,24,1,unknown,0,False,dopt-8644bdfe,"{""ipv4"": [{""10.110.21.0/24"": ""vpc-cidr-assoc-0bb9ae3da224ffe67""}, {""10.110.46.0/24"": ""vpc-cidr-assoc-04a7949beafe99a16""}, {""10.110.47.0/24"": ""vpc-cidr-assoc-0ae454234aa22ee93""}]}",,,,arn:aws:ec2:us-west-2:005082267825:vpc/vpc-0b262fb8a8969671d,,,2023-11-28 15:53:44,2024-03-14 09:47:05,005082267825,storebox,AWS
7551,privatenetwork:1376:us-west-1:vpc-dda7bdb8:,1376,us-west-1,vpc-dda7bdb8,voodoo-uat,available,10.37.224.0/24,24,1,unknown,0,False,dopt-e0577685,"{""ipv4"": [{""10.37.224.0/24"": ""vpc-cidr-assoc-e4ac5f8d""}]}",,,,arn:aws:ec2:us-west-1:022100971385:vpc/vpc-dda7bdb8,,,2022-06-16 21:38:51,2022-08-31 19:20:50,022100971385,eis-aws-account-automation,AWS
7696,privatenetwork:1376:us-west-2:vpc-0bd3f572:,1376,us-west-2,vpc-0bd3f572,voodoo-uat,available,10.42.200.0/24,24,1,unknown,0,False,dopt-0ae225b31d66cf183,"{""ipv4"": [{""10.42.200.0/24"": ""vpc-cidr-assoc-1cdb3176""}]}",,,1,arn:aws:ec2:us-west-2:022100971385:vpc/vpc-0bd3f572,,,2022-06-16 21:51:43,2024-03-14 10:24:35,022100971385,eis-aws-account-automation,AWS
7430,privatenetwork:1377:us-west-2:vpc-0698acf37481c8ac0:,1377,us-west-2,vpc-0698acf37481c8ac0,wpe-stg,available,10.109.117.0/24,24,1,unknown,0,False,dopt-742c9c0c,"{""ipv4"": [{""10.109.117.0/24"": ""vpc-cidr-assoc-086915f945d5f0b4c""}]}","[{""Name"": ""efs.us-west-2.amazonaws.com."", ""Owner"": {""OwningService"": ""efs.amazonaws.com""}, ""HostedZoneId"": ""Z09568333B5UJ0PR8561O""}]",,1,arn:aws:ec2:us-west-2:013972689459:vpc/vpc-0698acf37481c8ac0,,,2022-06-16 21:27:17,2024-03-14 08:42:32,013972689459,aws.des.wpe.stg,AWS
7401,privatenetwork:1378:us-west-2:vpc-03ce28788e05d2361:,1378,us-west-2,vpc-03ce28788e05d2361,lapsplus-prd,available,10.98.127.0/24,24,1,unknown,0,False,dopt-047f226736b81ef77,"{""ipv4"": [{""10.98.127.0/24"": ""vpc-cidr-assoc-02a7b8e974c215ef5""}]}","[{""Name"": ""secretsmanager.us-west-2.amazonaws.com."", ""Owner"": {""OwningService"": ""vpce.amazonaws.com""}, ""HostedZoneId"": ""Z3U86EYPPS8L0S""}]",,,arn:aws:ec2:us-west-2:007362351014:vpc/vpc-03ce28788e05d2361,,,2022-06-16 21:23:56,2024-03-14 09:33:43,007362351014,aws.des.lapsplus.prd,AWS
8000,privatenetwork:1379:us-east-1:vpc-0b1cfdd52377517ea:,1379,us-east-1,vpc-0b1cfdd52377517ea,namu-prd,available,10.102.232.0/24,24,1,unknown,0,False,dopt-01f5f0c7588358626,"{""ipv4"": [{""10.102.232.0/24"": ""vpc-cidr-assoc-01e5fa439ad971f89""}]}",,,18,arn:aws:ec2:us-east-1:011052366987:vpc/vpc-0b1cfdd52377517ea,,,2022-06-16 22:28:52,2024-04-02 21:21:51,011052366987,aws.des.namu.prd,AWS
7687,privatenetwork:1379:us-west-2:vpc-0588c651b11999199:,1379,us-west-2,vpc-0588c651b11999199,namu-prd,available,10.98.237.0/24,24,1,unknown,0,False,dopt-0a9777f4dbb2c2d5f,"{""ipv4"": [{""10.98.237.0/24"": ""vpc-cidr-assoc-09a1dff0cc3adeabf""}]}",,,,arn:aws:ec2:us-west-2:011052366987:vpc/vpc-0588c651b11999199,,,2022-06-16 21:50:17,2024-03-14 09:41:47,011052366987,aws.des.namu.prd,AWS
7312,privatenetwork:1380:us-east-1:vpc-881530f1:,1380,us-east-1,vpc-881530f1,lem-stg,available,10.40.225.0/24,24,1,unknown,0,False,dopt-0eaba37bcad6947ea,"{""ipv4"": [{""10.40.225.0/24"": ""vpc-cidr-assoc-a57725ce""}, {""10.80.168.0/22"": ""vpc-cidr-assoc-0d56f7f8ebf8d397e""}]}","[{""Name"": ""execute-api.us-east-1.amazonaws.com."", ""Owner"": {""OwningService"": ""vpce.amazonaws.com""}, ""HostedZoneId"": ""Z0416385O7KFUCQL4XSM""}]",,,arn:aws:ec2:us-east-1:025385561116:vpc/vpc-881530f1,,,2022-06-16 21:13:01,2024-03-14 09:41:18,025385561116,lem,AWS
7235,privatenetwork:1380:us-west-2:vpc-f5358d93:,1380,us-west-2,vpc-f5358d93,lem-stg,available,10.42.88.0/24,24,1,unknown,0,False,dopt-01b517584bfd4238e,"{""ipv4"": [{""10.42.88.0/24"": ""vpc-cidr-assoc-7b443813""}, {""10.55.160.0/22"": ""vpc-cidr-assoc-09269bdaba2d15d73""}]}","[{""Name"": ""execute-api.us-west-2.amazonaws.com."", ""Owner"": {""OwningService"": ""vpce.amazonaws.com""}, ""HostedZoneId"": ""Z09834332F4YU32V3SX9B""}, {""Name"": ""lem.local."", ""Owner"": {""OwningAccount"": ""025385561116""}, ""HostedZoneId"": ""Z0023353R2ROISROSNUX""}]",,1,arn:aws:ec2:us-west-2:025385561116:vpc/vpc-f5358d93,,,2022-06-16 21:03:54,2024-03-14 09:41:47,025385561116,lem,AWS
7346,privatenetwork:1381:us-east-1:vpc-011d21cf3cf3c1a6d:,1381,us-east-1,vpc-011d21cf3cf3c1a6d,cxa-stg,available,10.101.216.0/24,24,1,unknown,0,False,dopt-0db5a1529493b480e,"{""ipv4"": [{""10.101.216.0/24"": ""vpc-cidr-assoc-0c66095a779eafc3f""}]}",,,2,arn:aws:ec2:us-east-1:032719744833:vpc/vpc-011d21cf3cf3c1a6d,,,2022-06-16 21:17:52,2024-03-14 09:13:27,032719744833,aws.des.cxa.stg,AWS
7926,privatenetwork:1382:us-east-1:vpc-b8b6ddc1:,1382,us-east-1,vpc-b8b6ddc1,lem-dev,available,10.40.220.0/24,24,1,unknown,0,False,dopt-0696d02e32e658e40,"{""ipv4"": [{""10.40.220.0/24"": ""vpc-cidr-assoc-500d6c3b""}]}",,,,arn:aws:ec2:us-east-1:047643725884:vpc/vpc-b8b6ddc1,,,2022-06-16 22:17:49,2024-03-13 17:05:40,047643725884,licensing and entitlement management - lem,AWS
7535,privatenetwork:1382:us-west-2:vpc-13ea3675:,1382,us-west-2,vpc-13ea3675,lem-dev,available,10.42.84.0/24,24,1,unknown,0,False,dopt-0ab308b043ca499c2,"{""ipv4"": [{""10.42.84.0/24"": ""vpc-cidr-assoc-74089e1c""}, {""10.55.152.0/22"": ""vpc-cidr-assoc-04421c039d221bb42""}]}","[{""Name"": ""684330587a466e09acd64560f049cea6.yl4.us-west-2.eks.amazonaws.com."", ""Owner"": {""OwningService"": ""eks.amazonaws.com""}, ""HostedZoneId"": ""Z1045292G6Z5K4GOY0I1""}, {""Name"": ""elasticloadbalancing.us-west-2.amazonaws.com."", ""Owner"": {""OwningService"": ""vpce.amazonaws.com""}, ""HostedZoneId"": ""Z03139023QPW80ZJCBQ4W""}, {""Name"": ""execute-api.us-west-2.amazonaws.com."", ""Owner"": {""OwningService"": ""vpce.amazonaws.com""}, ""HostedZoneId"": ""Z08233793HSWEKKW8KJMQ""}, {""Name"": ""lem.local."", ""Owner"": {""OwningAccount"": ""047643725884""}, ""HostedZoneId"": ""Z07045191DASBOKF4IHCV""}]",,2,arn:aws:ec2:us-west-2:047643725884:vpc/vpc-13ea3675,,,2022-06-16 21:37:16,2024-03-13 17:06:09,047643725884,licensing and entitlement management - lem,AWS
7610,privatenetwork:1383:us-east-1:vpc-0be7295b81952b00d:,1383,us-east-1,vpc-0be7295b81952b00d,datascience-prd,available,10.113.120.0/24,24,1,unknown,0,False,dopt-3c9d9047,"{""ipv4"": [{""10.113.120.0/24"": ""vpc-cidr-assoc-08cb7c4201f28c6da""}, {""10.80.247.0/24"": ""vpc-cidr-assoc-0e7ed2b5c582e45d7""}]}","[{""Name"": ""aee27ef75ce94d6b4849954e7c708b34.gr7.us-east-1.eks.amazonaws.com."", ""Owner"": {""OwningService"": ""eks.amazonaws.com""}, ""HostedZoneId"": ""Z06350392AJZQ2WTTFU3A""}, {""Name"": ""efs.us-east-1.amazonaws.com."", ""Owner"": {""OwningService"": ""efs.amazonaws.com""}, ""HostedZoneId"": ""Z095431613MX12DG5OKCO""}]",,4,arn:aws:ec2:us-east-1:048315216708:vpc/vpc-0be7295b81952b00d,,,2022-06-16 21:44:21,2024-04-26 05:27:23,048315216708,aws.des.datascience.prd,AWS
8241,privatenetwork:1384:us-west-2:vpc-04adcc8cb486fa991:,1384,us-west-2,vpc-04adcc8cb486fa991,synthesis-prd,available,10.110.161.0/24,24,1,unknown,0,False,dopt-c6ac26be,"{""ipv4"": [{""10.110.161.0/24"": ""vpc-cidr-assoc-045d6c23b664adc18""}]}","[{""Name"": ""efs.us-west-2.amazonaws.com."", ""Owner"": {""OwningService"": ""efs.amazonaws.com""}, ""HostedZoneId"": ""Z00371253QZJ9EY0UNDPW""}]",,2,arn:aws:ec2:us-west-2:051645356278:vpc/vpc-04adcc8cb486fa991,,,2022-06-16 22:54:44,2024-03-14 08:43:05,051645356278,aws.des.synthesis.prd,AWS
7242,privatenetwork:1385:us-west-2:vpc-83d5a0e5:,1385,us-west-2,vpc-83d5a0e5,redrocket-dev,available,10.42.104.0/24,24,1,unknown,0,False,dopt-0ca9764044bf3ff09,"{""ipv4"": [{""10.42.104.0/24"": ""vpc-cidr-assoc-f3042f9b""}]}",,,,arn:aws:ec2:us-west-2:035113470275:vpc/vpc-83d5a0e5,,,2022-06-16 21:04:30,2024-03-13 16:56:19,035113470275,red rocket,AWS
8074,privatenetwork:1386:us-east-1:vpc-04784a64dee0f5461:,1386,us-east-1,vpc-04784a64dee0f5461,csmoke-stg,available,10.112.169.0/24,24,1,unknown,0,False,dopt-aa2493d0,"{""ipv4"": [{""10.112.169.0/24"": ""vpc-cidr-assoc-0f1caf11e26ba8002""}]}",,,,arn:aws:ec2:us-east-1:028605674165:vpc/vpc-04784a64dee0f5461,,,2022-06-16 22:37:56,2022-08-31 20:22:03,028605674165,aws.des.csmoke.stg,AWS
7424,privatenetwork:1386:us-west-2:vpc-0e46dcd179c2616b7:,1386,us-west-2,vpc-0e46dcd179c2616b7,csmoke-stg,available,10.109.200.0/24,24,1,unknown,0,False,dopt-fa6b0c82,"{""ipv4"": [{""10.109.200.0/24"": ""vpc-cidr-assoc-0b0c17facf9c43ae4""}]}","[{""Name"": ""efs.us-west-2.amazonaws.com."", ""Owner"": {""OwningService"": ""efs.amazonaws.com""}, ""HostedZoneId"": ""Z0901608330KITHDS31QK""}]",,2,arn:aws:ec2:us-west-2:028605674165:vpc/vpc-0e46dcd179c2616b7,,,2022-06-16 21:26:40,2024-04-29 14:58:13,028605674165,aws.des.csmoke.stg,AWS
